"","Trapnest","Date","Nest_ID","Number_of_cells","Site","Subsite","Treatment","Cavity_number","Straw_ID","Filled_length_mm","Straw_length_mm","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior","Cumulative_par","Prop_cells_par","Par_in_trapnest","Day_of_year"
"44","trapnest_1",2023-06-20,"1_11a",NA,"BP","A","Low",11,"a",NA,NA,"1_11","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,171
"45","trapnest_1",2023-06-23,"1_11a",NA,"BP","A","Low",11,"a",NA,NA,"1_11","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,174
"46","trapnest_1",2023-06-29,"1_11a",NA,"BP","A","Low",11,"a",NA,NA,"1_11","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,180
"47","trapnest_1",2023-05-11,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,131
"48","trapnest_1",2023-05-12,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,132
"49","trapnest_1",2023-05-15,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,135
"50","trapnest_1",2023-05-16,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,136
"51","trapnest_1",2023-05-17,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,137
"52","trapnest_1",2023-05-19,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,139
"53","trapnest_1",2023-05-21,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,141
"54","trapnest_1",2023-05-22,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,142
"55","trapnest_1",2023-05-23,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,143
"56","trapnest_1",2023-05-26,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,146
"57","trapnest_1",2023-05-28,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,148
"58","trapnest_1",2023-05-29,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,149
"59","trapnest_1",2023-05-31,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,151
"60","trapnest_1",2023-06-02,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,153
"61","trapnest_1",2023-06-05,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,156
"62","trapnest_1",2023-06-08,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,159
"63","trapnest_1",2023-06-10,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,161
"64","trapnest_1",2023-06-12,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,17,0,0,0,1,1,0,0,NA,NA,0,163
"65","trapnest_1",2023-06-14,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,165
"66","trapnest_1",2023-06-16,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,167
"67","trapnest_1",2023-06-20,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,171
"68","trapnest_1",2023-06-23,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,174
"69","trapnest_1",2023-06-29,"1_12a",NA,"BP","A","Low",12,"a",NA,NA,"1_12","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,180
"70","trapnest_1",2023-05-11,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,131
"71","trapnest_1",2023-05-12,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,132
"72","trapnest_1",2023-05-15,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,135
"73","trapnest_1",2023-05-16,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,136
"74","trapnest_1",2023-05-17,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,137
"75","trapnest_1",2023-05-19,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,139
"76","trapnest_1",2023-05-21,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,141
"77","trapnest_1",2023-05-22,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,142
"78","trapnest_1",2023-05-23,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,143
"79","trapnest_1",2023-05-26,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,146
"80","trapnest_1",2023-05-28,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,148
"81","trapnest_1",2023-05-29,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,149
"82","trapnest_1",2023-05-31,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,151
"83","trapnest_1",2023-06-02,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,153
"84","trapnest_1",2023-06-05,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,156
"85","trapnest_1",2023-06-08,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,159
"86","trapnest_1",2023-06-10,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,161
"87","trapnest_1",2023-06-12,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,17,0,0,0,1,1,0,0,NA,NA,0,163
"88","trapnest_1",2023-06-14,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,165
"89","trapnest_1",2023-06-16,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,167
"90","trapnest_1",2023-06-20,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,171
"91","trapnest_1",2023-06-23,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,174
"92","trapnest_1",2023-06-29,"1_13a",NA,"BP","A","Low",13,"a",NA,NA,"1_13","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,180
"93","trapnest_1",2023-05-11,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,131
"94","trapnest_1",2023-05-12,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,132
"95","trapnest_1",2023-05-15,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,135
"96","trapnest_1",2023-05-16,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,136
"97","trapnest_1",2023-05-17,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,137
"98","trapnest_1",2023-05-19,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,139
"99","trapnest_1",2023-05-21,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,141
"100","trapnest_1",2023-05-22,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,142
"101","trapnest_1",2023-05-23,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,143
"102","trapnest_1",2023-05-26,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,146
"103","trapnest_1",2023-05-28,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,148
"104","trapnest_1",2023-05-29,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,149
"105","trapnest_1",2023-05-31,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,151
"106","trapnest_1",2023-06-02,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,153
"107","trapnest_1",2023-06-05,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,156
"108","trapnest_1",2023-06-08,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,159
"109","trapnest_1",2023-06-10,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,161
"110","trapnest_1",2023-06-12,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,17,0,0,0,1,1,0,0,NA,NA,0,163
"111","trapnest_1",2023-06-14,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,165
"112","trapnest_1",2023-06-16,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,167
"113","trapnest_1",2023-06-20,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,171
"114","trapnest_1",2023-06-23,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,174
"115","trapnest_1",2023-06-29,"1_14a",NA,"BP","A","Low",14,"a",NA,NA,"1_14","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,180
"116","trapnest_1",2023-05-11,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,131
"117","trapnest_1",2023-05-12,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,132
"118","trapnest_1",2023-05-15,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,135
"119","trapnest_1",2023-05-16,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,136
"120","trapnest_1",2023-05-17,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,137
"121","trapnest_1",2023-05-19,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,139
"122","trapnest_1",2023-05-21,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,141
"123","trapnest_1",2023-05-22,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,142
"124","trapnest_1",2023-05-23,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,143
"125","trapnest_1",2023-05-26,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,146
"126","trapnest_1",2023-05-28,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,148
"127","trapnest_1",2023-05-29,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,149
"128","trapnest_1",2023-05-31,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,151
"129","trapnest_1",2023-06-02,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,153
"130","trapnest_1",2023-06-05,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,156
"131","trapnest_1",2023-06-08,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,159
"132","trapnest_1",2023-06-10,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,161
"133","trapnest_1",2023-06-12,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,17,0,0,0,1,1,0,0,NA,NA,0,163
"134","trapnest_1",2023-06-14,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",0,0,17,0,0,0,1,1,0,0,NA,NA,0,165
"135","trapnest_1",2023-06-16,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,167
"136","trapnest_1",2023-06-20,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,171
"137","trapnest_1",2023-06-23,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,174
"138","trapnest_1",2023-06-29,"1_15a",NA,"BP","A","Low",15,"a",NA,NA,"1_15","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,180
"139","trapnest_1",2023-05-11,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,131
"140","trapnest_1",2023-05-12,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,132
"141","trapnest_1",2023-05-15,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",3,0,18,0,0,0,0,0,0,0,NA,NA,0,135
"142","trapnest_1",2023-05-16,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,136
"143","trapnest_1",2023-05-17,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,137
"144","trapnest_1",2023-05-19,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,139
"145","trapnest_1",2023-05-21,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,141
"146","trapnest_1",2023-05-22,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,142
"147","trapnest_1",2023-05-23,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,143
"148","trapnest_1",2023-05-26,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,146
"149","trapnest_1",2023-05-28,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",2,0,18,0,0,0,0,0,0,0,NA,NA,0,148
"150","trapnest_1",2023-05-29,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",1,0,18,1,0,1,0,0,0,0,NA,NA,0,149
"151","trapnest_1",2023-05-31,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,151
"152","trapnest_1",2023-06-02,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","empty","none",2,0,17,0,0,0,1,1,0,0,NA,NA,0,153
"153","trapnest_1",2023-06-05,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","2 cells","osmia",1,1,18,1,0,1,0,0,0,0,NA,NA,0,156
"154","trapnest_1",2023-06-08,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","no change","osmia",2,NA,17,0,0,0,1,1,0,0,NA,NA,0,159
"155","trapnest_1",2023-06-10,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","no change","osmia",0,NA,17,0,0,0,1,1,0,0,NA,NA,0,161
"156","trapnest_1",2023-06-12,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","no change","osmia",1,NA,17,0,0,0,1,1,0,0,NA,NA,0,163
"157","trapnest_1",2023-06-14,"1_16a",NA,"BP","A","Low",16,"a",91,141,"1_16","2 cells + end cap","osmia",0,NA,17,0,0,0,1,1,0,0,NA,NA,0,165
"158","trapnest_1",2023-06-16,"1_16b",NA,"BP","A","Low",16,"b",NA,NA,"1_16","empty","none",1,0,18,0,0,0,0,0,0,0,NA,NA,0,167
